ICSD/MP_ID,formula,sources,MinMass(F1),AverMass(F2),MaxMass(F3),MinPeriodNum(F4),AverPeriodNum(F5),MaxPeriodNum(F6),MinGroupNum(F7),AverGroupNum(F8),MaxGroupNum(F9),MinRaduis(F10),AverRaduis(F11),MaxRaduis(F12),MinEleNegativity(F13),AverEleNegativity(F14),MaxEleNegativity(F15),AverSValenceEleNum(F16),AverPValenceEleNum(F17),AverDValenceEleNum(F18),AverFValenceEleNum(F19),AverSUnfilledState(F20),AverPUnfilledState(F21),AverDUnfilledState(F22),AverFUnfilledState(F23),MinIonizationEner(F24),AverIonizationEner(F25),MaxIonizationEner(F26),MinEleAffinity(F27),AverEleAffinity(F28),MaxEleAffinity(F29),MinMeltingPoint(F30),AverMeltingPoint(F31),MaxMeltingPoint(F32),MinBoilingPoint(F33),AverBoilingPoint(F34),MaxBoilingPoint(F35),MinDensity(F36),AverDensity(F37),MaxDensity(F38),NegaMinGap(SN1),NegaAverGap(SN2),NegaMaxGap(SN3),MinNegaDipoleTotal(SN4),AverNegaDipoleTotal(SN5),MaxNegaDipoleTotal(SN6),MinNegaAnisoQuadrupole(SN7),AverNegaAnisoQuadrupole(SN8),MaxNegaAnisoQuadrupole(SN9),MinNegaAnisoPolar(SN10),AverNegaAnisoPolar(SN11),MaxNegaAnisoPolar(SN12),MinNegaTotalHyperPolar(SN13),AverNegaTotalHyperPolar(SN14),MaxNegaTotalHyperPolar(SN15),TotalNegaCharge(SN16),TotalNegaMultiplicity(SN17),MinNegaFlexibility(SN18),TotalNegaFlexibility(SN19),AverNegaFlexibility(SN20),MaxNegaFlexibility(SN21),AverNegaCharge(SN22),PosiMinGap(SP1),PosiAverGap(SP2),PosiMaxGap(SP3),MinPosiDipoleTotal(SP4),AverPosiDipoleTotal(SP5),MaxPosiDipoleTotal(SP6),MinPosiAnisoQuadrupole(SP7),AverPosiAnisoQuadrupole(SP8),MaxPosiAnisoQuadrupole(SP9),MinPosiAnisoPolar(SP10),AverPosiAnisoPolar(SP11),MaxPosiAnisoPolar(SP12),MinPosiTotalHyperPolar(SP13),AverPosiTotalHyperPolar(SP14),MaxPosiTotalHyperPolar(SP15),TotalPosiCharge(SP16),TotalPosiMultiplicity(SP17),MinPosiFlexibility(SP18),TotalPosiFlexibility(SP19),AverPosiFlexibility(SP20),MaxPosiFlexibility(SP21),Eg_PBE(eV),Eg_EXP(eV),delta_n,d_ij(pm/V)
91540,CaSr(B5O9)Cl(H2O),ICSD,1.008,18.959,87.6,1,2.2,5,1,12.4,17,120,168.75,249,0.95,2.706,3.44,1.9,2.5,0,0,0.1,2.3,0,0,5.695,11.482,13.618,-1.51,0.911,3.617,13.81,732.394,2348,20.28,1297.934,4273,0,0.802,2.64,4.813,10.639,15.835,1.873,13.725,35.678,2.735,14.637,103.947,0,92.758,277.72,0,82.712,165.56,-4,3,0,0.07,0.023,0.07,-1.333,7.099,7.103,7.107,8.746,8.762,8.778,25.832,22.186,26.848,60.506,66.845,73.184,14179.8,15870.5,17561.2,0,2,0.137,0.304,0.152,0.167,4.9,,0.05,1.5815
91545,Rb(B3O5),ICSD,10.81,21.988,85.468,2,2.333,5,1,13.333,16,152,182.111,303,0.82,2.682,3.44,1.889,2.556,0,0,0.111,2.778,0,0,4.177,10.796,13.618,0.277,0.956,1.461,54.36,847.584,2348,90.2,1581.222,4273,0.001,0.961,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,5.219,,0.056,1.563
91755,KInP2S7,ICSD,30.974,40.032,114.82,3,3.273,5,1,14.182,16,180,189.818,275,0.82,2.276,2.58,1.909,3.182,0.909,0,0.091,2.273,0,0,4.341,9.42,10.487,0.3,1.53,2.077,317.3,374.491,429.75,553.65,864.414,2345,0.89,2.392,7.31,5.757,6.545,7.168,16.367,23.891,36.306,25.055,33.186,111.992,0,65.14,195.402,0,155.388,426.895,-8,3,0,0.159,0.053,0.107,-2.667,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,2.05,,0.08,6.85
92866,La2CaB10O19,ICSD,10.81,22.812,138.906,2,2.313,6,2,13.813,16,152,172.469,240,1,2.78,3.44,2,2.688,0.063,0,0,2.75,0.563,0,5.577,11.218,13.618,-1.39,0.941,1.461,54.36,875.308,2348,90.2,1677.338,4273,0.001,1.174,6.15,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.107,7.924,8.741,0.041,4.393,8.746,25.832,27.345,45.904,46.966,53.736,60.506,25.879,7102.839,14179.8,0,2,0.097,0.234,0.117,0.137,4.316,,0.053,
93013,BaLi(B9O15),ICSD,6.938,18.521,137.33,2,2.154,6,1,13.846,16,152,171.462,268,0.89,2.763,3.44,1.962,2.654,0,0,0.038,2.885,0,0,5.212,11.137,13.618,-0.48,0.944,1.461,54.36,900.04,2348,90.2,1676.731,4273,0.001,0.981,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.615,7.792,0.002,4.146,8.29,24.519,17.093,25.893,5.274,31.667,58.06,8.625,5631.413,11254.2,0,2,0.057,0.291,0.146,0.234,5.78,5.17,0.002,0.47
93014,BaNa(B9O15),ICSD,10.81,19.138,137.33,2,2.192,6,1,13.846,16,152,173.192,268,0.89,2.761,3.44,1.962,2.654,0,0,0.038,2.885,0,0,5.139,11.127,13.618,-0.48,0.941,1.461,54.36,896.86,2348,90.2,1659.077,4273,0.001,0.998,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,6.246,6.842,7.437,1.865,5.077,8.29,25.893,18.024,30.739,58.06,68.029,77.998,9284.889,10269.545,11254.2,0,2,0.083,0.317,0.159,0.234,5.428,,0.012,0.317
93015,SrLi(B9O15),ICSD,6.938,16.608,87.6,2,2.115,5,1,13.846,16,152,170.731,249,0.95,2.765,3.44,1.962,2.654,0,0,0.038,2.885,0,0,5.392,11.155,13.618,-1.51,0.904,1.461,54.36,901.963,2348,90.2,1656.923,4273,0.001,0.943,2.64,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.099,7.445,7.792,0.002,4.39,8.778,24.519,17.814,26.848,5.274,39.229,73.184,8.625,8784.913,17561.2,0,2,0.057,0.224,0.112,0.167,5.65,,0.025,0.0725
93390,CaGa(BO3)O,ICSD,10.81,26.372,69.72,2,2.571,4,2,13.143,16,152,174,231,1,2.659,3.44,2,2.571,1.429,0,0,2.571,0,0,5.999,10.697,13.618,-1.39,0.719,1.461,54.36,569.05,2348,90.2,1266.829,4273,0.001,1.404,5.91,4.813,5.522,6.23,35.678,35.992,36.306,103.947,90.581,109.177,138.949,208.335,277.72,34.606,100.083,165.56,-6,2,0.042,0.112,0.056,0.07,-3,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,3.59,,0.051,2.404
93598,Pb(BPO5),ICSD,10.81,41.122,207.2,2,2.625,6,13,15.25,16,152,166.75,202,2.04,2.97,3.44,2,3.25,1.25,1.75,0,2.75,0,0,7.417,11.787,13.618,0.277,1.086,1.461,54.36,442.214,2348,90.2,912.456,4273,0.001,1.942,11.342,4.813,5.762,6.71,19.001,27.34,35.678,25.055,39.867,103.947,0.018,138.869,277.72,39.27,102.415,165.56,-6,2,0.07,0.177,0.089,0.107,-3,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,4.375,,0.041,0.2905
93601,LiK(B4O7),ICSD,6.938,15.482,39.098,2,2.154,4,1,12.769,16,152,176.077,275,0.82,2.618,3.44,1.846,2.462,0,0,0.154,2.615,0,0,4.341,10.635,13.618,0.277,0.958,1.461,54.36,812.515,2348,90.2,1566.954,4273,0.001,0.84,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.294,6.543,7.792,0.002,1.321,2.639,24.519,18.697,34.753,5.274,117.661,230.047,8.625,15475.692,30942.76,0,2,0.057,0.151,0.076,0.094,5.212,,0.031,0.7935
93602,LiRb(B4O7),ICSD,6.938,19.049,85.468,2,2.231,5,1,12.769,16,152,178.231,303,0.82,2.618,3.44,1.846,2.462,0,0,0.154,2.615,0,0,4.177,10.622,13.618,0.277,0.955,1.461,54.36,810.664,2348,90.2,1561.492,4273,0.001,0.889,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.014,6.403,7.792,0.002,2.301,4.599,24.519,19.261,33.92,5.274,154.316,303.357,8.625,30431.127,60853.629,0,2,0.057,0.157,0.078,0.099,4.87,,0.032,0.225
95784,Zn3(PS4)2,ICSD,30.974,39.593,65.4,3,3.231,4,12,14.923,16,139,170.538,180,1.65,2.305,2.58,2,2.923,2.308,0,0,1.692,0,0,9.394,10.157,10.487,0.09,1.414,2.077,317.3,447.655,692.68,553.65,799.177,1180,1.82,3.198,7.134,6.71,6.939,7.168,16.367,17.684,19.001,25.055,31.626,27.884,0,0.009,0.018,0,19.635,39.27,-5,2,0,0.107,0.054,0.107,-2.5,8.706,8.706,8.706,5.733,5.733,5.733,15.242,20.975,15.242,18.888,18.888,18.888,1934.71,1934.71,1934.71,0,1,0.046,0.046,0.046,0.046,3.12,3.07,0.0404,16.3
95785,LiZnPS4,ICSD,6.938,33.085,65.4,2,3,4,1,13.143,16,139,174.429,182,0.98,2.163,2.58,1.857,2.714,1.429,0,0.143,1.571,0,0,5.392,9.53,10.487,0.09,1.395,2.077,317.3,431.01,692.68,553.65,888.521,1615,0.534,2.537,7.134,6.71,6.939,7.168,16.367,17.684,19.001,25.055,31.626,27.884,0,0.009,0.018,0,19.635,39.27,-5,2,0,0.107,0.054,0.107,-2.5,7.792,8.249,8.706,0.002,2.868,5.733,15.242,10.489,24.519,5.274,12.081,18.888,8.625,971.668,1934.71,0,2,0.046,0.104,0.052,0.057,2.73,3.38,0.095,10.42
97016,La2MgGeO6,ICSD,15.999,47.074,138.906,2,3.1,6,2,11.8,16,152,177.6,240,1.1,2.616,3.44,2,2.6,1.2,0,0,1.6,1.8,0,5.577,10.841,13.618,-0.22,1.086,1.461,54.36,484.256,1211.4,90.2,1248.42,3737,0.001,1.937,6.15,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.365,8.053,8.741,0.041,3.762,7.483,20.318,26.714,45.904,25.35,36.158,46.966,25.879,2434.779,4843.68,0,2,0.083,0.18,0.09,0.097,5.132,,0.091,0.015
97512,Cs(B9O14),ICSD,10.81,18.924,132.905,2,2.167,6,1,14.25,16,152,174.958,343,0.79,2.805,3.44,1.958,2.708,0,0,0.042,3.042,0,0,3.894,11.218,13.618,0.277,0.976,1.461,54.36,924.776,2348,90.2,1694.325,4273,0.001,0.97,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.389,5.389,5.389,2.367,2.367,2.367,28.297,30.664,28.297,266.501,266.501,266.501,27365.547,27365.547,27365.547,0,1,0.119,0.119,0.119,0.119,5.763,,0.053,0.064
97675,Sr(BPO5),ICSD,10.81,26.172,87.6,2,2.5,5,2,13.75,16,152,172.625,249,0.95,2.798,3.44,2,3,0,0,0,2.25,0,0,5.695,11.571,13.618,-1.51,0.852,1.461,54.36,498.388,2348,90.2,866.581,4273,0.001,0.855,2.64,4.813,5.762,6.71,19.001,27.34,35.678,25.055,39.867,103.947,0.018,138.869,277.72,39.27,102.415,165.56,-6,2,0.07,0.177,0.089,0.107,-3,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,5.592,,0.019,0.0105
97761,Ba3Y(BO3)3,ICSD,10.81,42.332,137.33,2,2.938,6,2,12,16,152,185.438,268,0.89,2.561,3.44,2,2.438,0.063,0,0,2.063,0.563,0,5.212,10.582,13.618,-0.48,0.803,1.461,54.36,770.515,2348,90.2,1484.925,4273,0.001,1.403,4.47,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.888,8.339,0.019,4.154,8.29,25.893,17.101,48.536,24.97,41.515,58.06,15.69,5634.945,11254.2,0,2,0.096,0.331,0.165,0.234,4.187,,0.115,0.315
99793,Cs2O(B2O3)9,ICSD,10.81,18.924,132.905,2,2.167,6,1,14.25,16,152,174.958,343,0.79,2.805,3.44,1.958,2.708,0,0,0.042,3.042,0,0,3.894,11.218,13.618,0.277,0.976,1.461,54.36,924.776,2348,90.2,1694.325,4273,0.001,0.97,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.389,5.389,5.389,2.367,2.367,2.367,28.297,30.664,28.297,266.501,266.501,266.501,27365.547,27365.547,27365.547,0,1,0.119,0.119,0.119,0.119,5.63,,0.053,0.0555
99842,Ba(BPO5),ICSD,10.81,32.389,137.33,2,2.625,6,2,13.75,16,152,175,268,0.89,2.79,3.44,2,3,0,0,0,2.25,0,0,5.212,11.511,13.618,-0.48,0.981,1.461,54.36,492.138,2348,90.2,930.956,4273,0.001,0.977,3.62,4.813,5.762,6.71,19.001,27.34,35.678,25.055,39.867,103.947,0.018,138.869,277.72,39.27,102.415,165.56,-6,2,0.07,0.177,0.089,0.107,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,5.707,,0.027,0.1585
100015,Y(BO3),ICSD,10.81,29.543,88.906,2,2.6,5,3,12.8,16,152,173.4,219,1.22,2.716,3.44,2,2.6,0.2,0,0,2.2,1.8,0,6.217,11.074,13.618,0.277,0.993,1.461,54.36,861.216,2348,90.2,1632.32,4273,0.001,1.369,4.47,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,8.339,8.339,8.339,0.019,0.019,0.019,48.536,48.555,48.536,24.97,24.97,24.97,15.69,15.69,15.69,0,1,0.096,0.096,0.096,0.096,5.102,,0.011,0.002
100080,Cd2Ge7O16,ICSD,15.999,39.569,112.41,2,2.8,5,12,15.12,16,152,169,211,1.69,2.9,3.44,2,3.12,3.6,0,0,2.4,0,0,7.9,11.647,13.618,0.27,1.335,1.461,54.36,421.52,1211.4,90.2,1010.608,3106,0.001,2.187,8.69,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,8.21,8.21,8.21,5.967,5.967,5.967,15.344,21.311,15.344,24.923,24.923,24.923,2087.21,2087.21,2087.21,0,1,0.058,0.058,0.058,0.058,2.608,,0.001,0.8155
100203,K4BaGe3O9,ICSD,15.999,38.565,137.33,2,3.059,6,1,11.294,16,152,198.176,275,0.82,2.421,3.44,1.765,2.471,1.765,0,0.235,1.765,0,0,4.341,9.932,13.618,-0.48,1.101,1.461,54.36,380.562,1211.4,90.2,966.341,3106,0.001,1.362,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,5.294,6.366,7.437,2.639,5.465,8.29,25.893,18.411,34.753,58.06,144.053,230.047,11254.2,21098.48,30942.76,0,2,0.094,0.328,0.164,0.234,3.196,,0.011,0.8675
100261,Ca2(B5O9)Cl(H2O),ICSD,1.008,16.583,40.08,1,2.15,4,1,12.4,17,120,167.85,231,1,2.708,3.44,1.9,2.5,0,0,0.1,2.3,0,0,6.113,11.503,13.618,-1.39,0.917,3.617,13.81,735.644,2348,20.28,1303.034,4273,0,0.747,2.37,4.813,10.639,15.835,1.873,13.725,35.678,2.735,14.637,103.947,0,92.758,277.72,0,82.712,165.56,-4,3,0,0.07,0.023,0.07,-1.333,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.438,,0.037,1.177
100275,Pb3O(GeO4),ICSD,15.999,86.025,207.2,2,3.556,6,14,15.111,16,152,175.222,211,2.01,2.911,3.44,2,3.111,4.444,4.667,0,2.889,0,0,7.417,10.916,13.618,0.36,1.082,1.461,54.36,365.003,1211.4,90.2,1069.222,3106,0.001,4.373,11.342,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,2.27,,0.098,7.262
100403,Li2(GeO3),ICSD,6.938,22.417,72.63,2,2.333,4,1,10.667,16,152,171.833,211,0.98,2.382,3.44,1.667,2.333,1.667,0,0.333,1.667,0,0,5.392,9.923,13.618,0.618,1.162,1.461,54.36,380.297,1211.4,90.2,1101.1,3106,0.001,1.066,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,3.834,,0.03,1.5665
132696,SrGeSe2O,ICSD,15.999,66.834,87.6,2,3.8,5,2,12.8,16,152,198.4,249,0.95,2.3,3.44,2,2.8,6,0,0,2,0,0,5.695,9.343,13.618,-1.51,1.069,2.021,54.36,660.612,1211.4,90.2,1353.44,3106,0.001,3.516,5.323,6.489,7.949,9.409,23.588,23.896,24.204,57.92,52.856,60.983,0,0,0,0.00E+00,0.00E+00,0.00E+00,-4,2,0,0,0,0,-2,7.099,10.12,13.142,0,4.389,8.778,12.964,10.871,26.848,22.695,63.954,105.214,0,8927.5,17855,0,2,0.066,0.233,0.117,0.167,2.51,3.16,,
150328,Ba3(BO3)(PO4),ICSD,10.81,47.147,137.33,2,3.083,6,2,12.167,16,152,186.667,268,0.89,2.582,3.44,2,2.667,0,0,0,1.833,0,0,5.212,10.812,13.618,-0.48,0.818,1.461,54.36,503.818,2348,90.2,997.338,4273,0.001,1.255,3.62,4.813,5.762,6.71,19.001,27.34,35.678,25.055,39.867,103.947,0.018,138.869,277.72,39.27,102.415,165.56,-6,2,0.07,0.177,0.089,0.107,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,1.837,,0.034,0.6355
154105,BaBi(BO3)O,ICSD,10.81,60.159,208.98,2,3.143,6,2,13.429,16,152,182.143,268,0.89,2.673,3.44,2,2.857,1.429,2,0,2.286,0,0,5.212,10.753,13.618,-0.48,0.941,1.461,54.36,587.141,2348,90.2,1234.4,4273,0.001,2.258,9.807,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,9.159,10.881,0,4.145,8.29,25.893,17.222,26.155,33.468,45.764,58.06,1.051,5627.625,11254.2,0,2,0.039,0.274,0.137,0.234,3.575,,0.137,0.5955
154682,KCaCO3F,ICSD,12.011,22.598,40.08,2,2.571,4,1,11.714,17,135,181,275,0.82,2.667,3.98,1.857,2.714,0,0,0.143,1.571,0,0,4.341,11.427,17.423,-1.39,1.157,3.339,53.53,784.449,3823,85.03,1034.661,4098,0.001,0.672,2.267,7.529,11.345,15.161,10.202,12.125,14.049,21.668,22.959,29.318,0,19.312,38.625,0,8.254,16.508,-3,2,0,0.113,0.056,0.113,-1.5,5.294,6.201,7.107,2.639,5.693,8.746,25.832,18.609,34.753,86.192,744.731,1403.27,138.911,2161470.848,4322802.786,0,2,0.094,0.231,0.116,0.137,4.36,,,
155270,NaSbP2S6,ICSD,22.99,39.912,121.76,3,3.2,5,1,14.2,16,180,187.3,227,0.93,2.284,2.58,1.9,3.3,1,0,0.1,2.1,0,0,5.139,9.691,10.487,0.548,1.557,2.077,317.3,423.949,903.78,553.65,842.98,1860,0.97,2.37,6.685,4.673,6.184,7.168,16.367,23.683,35.68,25.055,32.978,117.446,0,120.978,362.917,0,18.308,39.27,-8,3,0,0.159,0.053,0.107,-2.667,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,2.15,2.21,,37.47
161260,Mg10(Ge3O14(OH)4),ICSD,1.008,21.513,72.63,1,2.343,4,1,10.114,16,120,159.4,211,1.31,2.567,3.44,1.886,2.229,0.857,0,0.114,1.371,0,0,7.646,11.419,13.618,-0.22,0.89,1.461,13.81,397.083,1211.4,20.28,704.363,3106,0,0.954,5.323,5.743,8.06,10.377,12.534,22.34,32.145,30.445,49.231,53.783,0.235,2.28,4.326,166.162,374.973,583.784,-5,2,0,0.046,0.023,0.046,-2.5,7.365,7.365,7.365,7.483,7.483,7.483,20.318,27.8,20.318,25.35,25.35,25.35,4843.68,4843.68,4843.68,0,1,0.083,0.083,0.083,0.083,4.027,,0.002,0.008
164632,Ba3Sr4(BO3)3F5,ICSD,10.81,43.075,137.33,2,3,6,2,11.75,17,135,184.125,268,0.89,2.644,3.98,2,2.667,0,0,0,1.583,0,0,5.212,11.374,17.423,-1.51,0.966,3.339,53.53,625.037,2348,85.03,1132.748,4273,0.001,1.19,3.62,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.099,7.268,7.437,8.29,8.534,8.778,25.893,21.481,26.848,58.06,65.622,73.184,11254.2,14407.7,17561.2,0,2,0.167,0.401,0.201,0.234,4.683,,0.018,1.4445
164855,CsBe2(BO3)F2,ICSD,9.012,27.526,132.905,2,2.444,6,1,11.111,17,135,174.111,343,0.79,2.694,3.98,1.889,2.556,0,0,0.111,1.444,0,0,3.894,11.838,17.423,0.277,1.397,3.339,53.53,671.081,2348,85.03,1238.407,4273,0.001,0.89,2.37,4.813,8.852,15.161,10.202,22.191,35.678,21.668,29.414,103.947,0,94.124,277.72,0,55.19,165.56,-6,3,0,0.133,0.044,0.07,-2,5.389,5.389,5.389,2.367,2.367,2.367,28.297,30.664,28.297,266.501,266.501,266.501,27365.547,27365.547,27365.547,0,1,0.119,0.119,0.119,0.119,5.88,,0.057,0.9275
164890,K3Li2Nb5O15,ICSD,6.938,33.427,92.906,2,2.84,5,1,10.8,16,152,180.16,275,0.82,2.561,3.44,1.6,2.4,0.8,0,0.4,1.2,1.2,0,4.341,10.475,13.618,0.501,1.165,1.461,54.36,659.292,2750,90.2,1310.56,5017,0.001,1.864,8.57,7.107,7.107,7.107,60.144,60.144,60.144,250.977,311.121,250.977,0.772,0.772,0.772,40.632,40.632,40.632,-3,1,0.095,0.095,0.095,0.095,-3,5.294,6.543,7.792,0.002,1.321,2.639,24.519,18.697,34.753,5.274,117.661,230.047,8.625,15475.692,30942.76,0,2,0.057,0.151,0.076,0.094,1.66,3.2,0.096,
166629,Na4Sc2(Ge4O13),ICSD,15.999,29.582,72.63,2,2.696,4,1,11.913,16,152,180.435,227,0.93,2.574,3.44,1.826,2.609,1.826,0,0.174,1.826,0.783,0,5.139,10.535,13.618,0.188,1.172,1.461,54.36,463.656,1814,90.2,1062.548,3109,0.001,1.355,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,6.246,7.438,8.629,0.006,0.936,1.865,30.739,21.526,41.18,5.822,41.91,77.998,2.369,4643.629,9284.889,0,2,0.083,0.166,0.083,0.083,3.506,,0.044,0.296
167112,Na(B(OH)4),ICSD,1.008,10.183,22.99,1,1.7,3,1,8.2,16,120,150.7,227,0.93,2.553,3.44,1.5,1.7,0,0,0.5,1.3,0,0,5.139,12.23,13.618,0.277,0.969,1.461,13.81,299.163,2348,20.28,587.092,4273,0,0.335,2.37,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,4.87,,0.002,0.0375
170751,RbTiOAsO4,ICSD,15.999,36.032,85.468,2,2.875,5,1,12.5,16,152,179.375,303,0.82,2.718,3.44,1.875,2.875,1.5,0,0.125,1.625,1,0,4.177,11.114,13.618,0.079,1.083,1.461,54.36,451.908,1941,90.2,732.375,3560,0.001,1.477,5.776,2.004,4.706,7.407,34.131,37.433,40.735,96.002,95.01,115.154,0.038,274.435,548.832,26.703,164026.814,328026.924,-7,2,0.061,0.125,0.063,0.064,-3.5,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,2.95,3.056,0.08,
170949,NH4(BPO4F),ICSD,1.008,11.901,30.974,1,1.75,3,1,10.667,17,120,145.833,192,2.04,2.818,3.98,1.667,2.333,0,0,0.333,1.667,0,0,8.298,13.301,17.423,-0.21,1.084,3.339,13.81,254.555,2348,20.28,452.58,4273,0,0.35,2.37,4.813,8.895,15.161,10.202,21.627,35.678,21.668,29.979,103.947,0,92.579,277.72,0,68.277,165.56,-7,3,0,0.177,0.059,0.107,-2.333,23.379,23.379,23.379,0.89,0.89,0.89,0.167,1.057,0.167,0.004,0.004,0.004,0.039,0.039,0.039,1,1,0,0,0,0,5.84,,0,0.4725
